Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Mario Chalmers,PG,29,TOT,61.0,22.51,0.85,0.16,0.0,0.0,0.0,2.7,6.0,1.03,0.49,1.34,0.13,1.52,0.54,8.61,0.28,0.44,2016
Willie Cauley-Stein,C,22,SAC,66.0,21.39,0.0,0.0,0.0,0.28,0.72,-2.2,0.9,0.24,0.26,1.33,0.08,0.71,0.06,1.29,0.08,0.33,2016
Omri Casspi,PF,27,SAC,69.0,27.25,0.0,0.0,0.25,0.72,0.03,0.4,6.0,0.75,0.32,0.99,0.12,1.12,0.12,3.04,0.25,0.42,2016
Michael Carter-Williams,PG,24,MIL,54.0,30.54,0.99,0.01,0.0,0.0,0.0,-3.5,0.8,1.74,0.7,1.26,0.15,1.3,0.41,11.52,0.33,0.8,2016
Vince Carter,SG,39,MEM,60.0,16.75,0.03,0.59,0.36,0.02,0.0,-2.7,-0.4,0.3,0.13,0.97,0.12,0.47,0.13,2.12,0.1,0.23,2016
DeMarre Carroll,SF,29,TOR,26.0,30.23,0.0,0.01,0.81,0.19,0.0,3.1,-2.2,0.42,0.46,1.08,0.08,0.81,0.23,2.54,0.12,0.69,2016
Clint Capela,C,21,HOU,77.0,19.1,0.0,0.0,0.0,0.2,0.8,4.0,6.3,0.25,0.26,1.34,0.17,1.01,0.01,1.4,0.25,0.6,2016
Isaiah Canaan,SG,24,PHI,77.0,25.53,0.16,0.81,0.03,0.0,0.0,-13.0,-4.7,0.64,0.25,0.73,0.09,0.83,0.23,4.21,0.21,0.51,2016
Kentavious Caldwell-Pope,SG,22,DET,76.0,36.7,0.0,1.0,0.0,0.0,0.0,2.6,7.6,0.55,0.5,0.99,0.12,1.33,0.28,4.41,0.36,0.46,2016
José Calderón,PG,34,NYK,72.0,28.11,0.79,0.21,0.0,0.0,0.0,-2.2,1.2,0.88,0.24,0.94,0.01,0.19,0.21,9.61,0.06,0.14,2016
Rasual Butler,SF,36,SAS,46.0,9.39,0.0,0.26,0.69,0.05,0.0,9.8,-1.9,0.15,0.02,0.15,0.0,0.15,0.02,1.26,0.04,0.09,2016
Coty Clarke,SF,23,BOS,3.0,2.0,0.0,0.0,0.0,1.0,0.0,22.7,19.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Jimmy Butler,SG,26,CHI,67.0,36.93,0.01,0.81,0.18,0.0,0.0,-0.7,2.6,1.07,0.61,0.99,0.25,2.96,0.07,11.07,0.48,0.84,2016
Caron Butler,SF,35,SAC,17.0,10.35,0.0,0.07,0.85,0.08,0.0,-12.9,-10.5,0.12,0.06,0.65,0.0,0.24,0.0,1.41,0.06,0.0,2016
Alec Burks,SG,24,UTA,31.0,25.71,0.3,0.69,0.0,0.0,0.0,-1.4,-4.1,0.68,0.45,0.9,0.19,1.94,0.19,4.71,0.32,0.87,2016
Trey Burke,PG,23,UTA,64.0,21.34,1.0,0.0,0.0,0.0,0.0,-1.6,-5.2,0.75,0.34,0.61,0.09,0.52,0.02,5.3,0.17,0.52,2016
Reggie Bullock,SF,24,DET,37.0,11.59,0.0,0.4,0.6,0.0,0.0,-6.4,-7.6,0.05,0.03,0.43,0.08,0.16,0.08,1.73,0.03,0.14,2016
Chase Budinger,SF,27,TOT,66.0,14.08,0.0,0.07,0.63,0.3,0.0,-0.1,0.0,0.41,0.09,0.5,0.05,0.42,0.05,2.18,0.06,0.18,2016
Kobe Bryant,SF,37,LAL,66.0,28.23,0.0,0.02,0.97,0.01,0.0,-15.4,-9.8,1.29,0.55,0.68,0.05,1.62,0.03,6.3,0.24,0.53,2016
Markel Brown,SG,24,BRK,62.0,15.84,0.05,0.9,0.05,0.0,0.0,-11.2,-4.8,0.55,0.27,0.89,0.0,0.63,0.11,3.26,0.15,0.16,2016
Lorenzo Brown,PG,25,PHO,8.0,7.62,1.0,0.0,0.0,0.0,0.0,-27.3,-20.3,0.5,0.25,0.12,0.25,0.25,0.0,3.12,0.25,0.0,2016
Anthony Brown,SF,23,LAL,29.0,20.66,0.0,0.05,0.95,0.01,0.0,-3.8,7.6,0.28,0.21,0.66,0.0,0.31,0.03,1.55,0.07,0.34,2016
Aaron Brooks,PG,31,CHI,69.0,16.06,1.0,0.0,0.0,0.0,0.0,-0.5,1.5,0.78,0.28,0.97,0.06,0.38,0.1,6.22,0.07,0.49,2016
Corey Brewer,SF,29,HOU,82.0,20.35,0.0,0.05,0.83,0.12,0.0,-2.2,-3.8,0.55,0.24,0.66,0.07,0.74,0.22,3.13,0.18,0.33,2016
Ian Clark,SG,24,GSW,66.0,8.76,0.48,0.52,0.01,0.0,0.0,-6.3,-20.2,0.3,0.29,0.42,0.03,0.14,0.02,2.35,0.03,0.17,2016
Jordan Clarkson,SG,23,LAL,79.0,32.3,0.03,0.96,0.01,0.0,0.0,-12.5,-6.3,0.7,0.57,0.9,0.22,1.09,0.16,5.7,0.2,1.1,2016
Avery Bradley,SG,25,BOS,76.0,33.37,0.1,0.76,0.14,0.0,0.0,4.4,3.2,0.8,0.38,0.89,0.08,0.67,0.13,4.63,0.09,0.58,2016
Seth Curry,PG,25,SAC,44.0,15.73,0.35,0.63,0.02,0.0,0.0,-2.7,0.1,0.48,0.14,0.36,0.09,0.41,0.05,3.48,0.02,0.27,2016
Boris Diaw,PF,33,SAS,76.0,18.24,0.0,0.0,0.0,0.96,0.04,10.1,-2.2,0.68,0.33,0.66,0.09,0.46,0.09,5.39,0.14,0.21,2016
DeMar DeRozan,SG,26,TOR,78.0,35.95,0.0,0.68,0.32,0.0,0.0,3.1,-6.2,0.86,0.97,0.72,0.22,3.5,0.1,10.05,0.69,1.24,2016
Luol Deng,PF,30,MIA,74.0,32.35,0.0,0.0,0.27,0.71,0.03,0.6,-3.5,0.47,0.31,0.8,0.12,1.15,0.08,4.43,0.26,0.42,2016
Matthew Dellavedova,PG,25,CLE,76.0,24.57,0.71,0.29,0.0,0.0,0.0,10.7,8.0,1.05,0.24,0.75,0.12,0.24,0.14,10.33,0.05,0.26,2016
Sam Dekker,PF,21,HOU,3.0,2.0,0.0,0.0,0.0,0.24,0.76,-5.2,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Bryce Dejean-Jones,SG,23,NOP,14.0,19.93,0.0,0.82,0.18,0.0,0.0,-6.2,-2.5,0.36,0.14,0.5,0.0,0.71,0.14,2.43,0.07,0.43,2016
Dewayne Dedmon,C,26,ORL,58.0,12.16,0.0,0.0,0.0,0.0,1.0,-3.1,-1.8,0.14,0.12,1.1,0.12,0.62,0.03,0.53,0.14,0.26,2016
Branden Dawson,PF,22,LAC,6.0,4.83,0.0,0.0,0.17,0.83,0.0,-25.5,-30.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.17,0.33,2016
Ed Davis,PF,26,POR,81.0,20.79,0.0,0.0,0.0,0.7,0.3,1.3,0.8,0.2,0.26,1.44,0.23,1.19,0.07,2.57,0.32,0.31,2016
Anthony Davis,C,22,NOP,61.0,35.48,0.0,0.0,0.0,0.46,0.54,-4.7,-1.8,0.66,0.7,1.33,0.3,2.82,0.1,4.49,0.61,0.89,2016
Troy Daniels,SG,24,CHO,43.0,11.07,0.0,0.52,0.48,0.0,0.0,-5.1,-9.1,0.26,0.23,0.63,0.0,0.07,0.0,1.12,0.0,0.07,2016
Stephen Curry,PG,27,GSW,79.0,34.18,1.0,0.0,0.0,0.0,0.0,18.0,22.6,2.11,0.77,0.99,0.08,1.65,0.24,15.35,0.41,0.65,2016
Jared Cunningham,SG,24,TOT,44.0,9.32,0.28,0.66,0.06,0.0,0.0,-3.4,-9.1,0.18,0.2,0.48,0.09,0.52,0.18,1.05,0.02,0.39,2016
Norris Cole,PG,27,NOP,45.0,26.62,0.94,0.06,0.0,0.0,0.0,-5.0,-1.7,1.09,0.24,1.16,0.16,0.58,0.11,8.22,0.09,0.38,2016
Dante Cunningham,SF,28,NOP,80.0,24.64,0.0,0.02,0.74,0.24,0.01,-6.1,-4.5,0.22,0.1,1.23,0.06,0.51,0.09,2.19,0.08,0.3,2016
Jae Crowder,SF,25,BOS,73.0,31.62,0.0,0.01,0.77,0.22,0.0,5.0,4.0,0.58,0.21,1.32,0.21,1.56,0.12,4.18,0.41,0.27,2016
Jamal Crawford,SG,35,LAC,79.0,26.91,0.01,0.48,0.49,0.02,0.0,1.1,-7.0,0.8,0.43,0.52,0.09,1.43,0.1,5.28,0.3,0.33,2016
Allen Crabbe,SG,23,POR,81.0,25.99,0.0,0.79,0.21,0.0,0.0,0.0,-1.7,0.28,0.23,1.21,0.1,0.56,0.04,2.89,0.15,0.17,2016
Robert Covington,SF,25,PHI,67.0,28.4,0.0,0.06,0.64,0.3,0.0,-8.3,4.7,0.81,0.64,1.57,0.25,1.07,0.12,3.36,0.15,0.6,2016
DeMarcus Cousins,C,25,SAC,65.0,34.55,0.0,0.0,0.0,0.4,0.61,0.1,6.8,1.48,1.37,1.54,0.69,4.26,0.2,7.65,0.98,1.82,2016
Bryce Cotton,PG,23,TOT,8.0,4.88,1.0,0.0,0.0,0.0,0.0,-36.7,-30.3,0.38,0.25,0.25,0.0,0.0,0.0,0.88,0.0,0.0,2016
Chris Copeland,PF,31,MIL,24.0,6.5,0.0,0.0,0.34,0.65,0.01,-26.5,-23.3,0.08,0.08,0.42,0.04,0.12,0.0,1.08,0.04,0.08,2016
Pat Connaughton,SG,23,POR,34.0,4.21,0.0,0.98,0.02,0.0,0.0,-7.1,-8.2,0.18,0.12,0.12,0.0,0.06,0.0,0.74,0.03,0.15,2016
Mike Conley,PG,28,MEM,56.0,31.45,1.0,0.0,0.0,0.0,0.0,1.8,7.4,1.0,0.38,0.88,0.07,1.52,0.3,13.5,0.29,0.59,2016
Nick Collison,PF,35,OKC,59.0,11.85,0.0,0.0,0.0,0.86,0.15,2.2,-6.1,0.47,0.14,0.88,0.12,0.25,0.07,1.9,0.02,0.17,2016
Darren Collison,PG,28,SAC,74.0,29.99,1.0,0.0,0.0,0.0,0.0,-2.2,1.3,0.93,0.51,0.69,0.16,1.23,0.12,9.91,0.31,0.8,2016
Elton Brand,C,36,PHI,17.0,13.24,0.0,0.0,0.0,0.1,0.9,-7.6,3.2,0.18,0.35,1.18,0.0,0.29,0.18,2.76,0.18,0.12,2016
Trevor Booker,PF,28,UTA,79.0,20.66,0.0,0.0,0.0,0.96,0.04,2.8,1.6,0.39,0.18,0.8,0.25,0.53,0.05,2.66,0.13,0.23,2016
Spencer Dinwiddie,PG,22,DET,12.0,13.25,1.0,0.0,0.0,0.0,0.0,-17.3,-18.4,0.42,0.08,0.92,0.0,1.33,0.33,4.17,0.25,0.33,2016
Chris Andersen,C,37,TOT,27.0,14.89,0.0,0.0,0.0,0.0,1.0,-9.1,-7.7,0.15,0.07,0.63,0.07,0.44,0.07,1.04,0.0,0.22,2016
Darrell Arthur,PF,27,DEN,70.0,21.66,0.0,0.0,0.01,0.79,0.21,-1.8,2.1,0.51,0.16,1.56,0.17,0.37,0.07,3.1,0.07,0.3,2016
Trevor Ariza,SF,30,HOU,81.0,35.3,0.0,0.0,0.58,0.41,0.01,0.7,2.4,0.84,0.22,0.69,0.11,0.84,0.06,5.63,0.12,0.47,2016
Keith Appling,PG,23,ORL,5.0,5.4,0.57,0.43,0.0,0.0,0.0,19.2,21.0,0.4,0.2,0.4,0.0,0.2,0.0,0.6,0.0,0.0,2016
Joel Anthony,C,33,DET,19.0,5.05,0.0,0.0,0.0,0.0,1.0,-7.7,-8.3,0.05,0.0,0.47,0.05,0.16,0.0,0.11,0.0,0.05,2016
Carmelo Anthony,SF,31,NYK,72.0,35.14,0.0,0.02,0.91,0.08,0.0,-0.8,5.7,1.11,0.57,1.01,0.42,2.21,0.08,9.78,0.36,1.06,2016
Thanasis Antetokounmpo,SF,23,NYK,2.0,3.0,0.0,0.0,1.0,0.0,0.0,-46.2,-43.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2016
Giannis Antetokounmpo,PG,21,MIL,80.0,35.29,0.4,0.59,0.01,0.0,0.0,-3.0,3.7,1.06,0.65,1.4,0.39,2.35,0.1,9.48,0.48,0.76,2016
Ryan Anderson,PF,27,NOP,66.0,30.42,0.0,0.0,0.01,0.85,0.14,-0.7,6.6,0.47,0.48,0.76,0.17,1.44,0.12,2.68,0.21,0.62,2016
Kyle Anderson,SF,22,SAS,78.0,15.96,0.0,0.01,0.65,0.34,0.0,9.4,-3.1,0.45,0.09,0.55,0.09,0.45,0.12,3.55,0.1,0.21,2016
Justin Anderson,SF,22,DAL,55.0,11.76,0.02,0.14,0.77,0.07,0.0,1.4,1.9,0.2,0.11,0.51,0.04,0.45,0.0,1.27,0.05,0.2,2016
James Anderson,SG,26,SAC,51.0,14.14,0.0,0.33,0.64,0.03,0.0,-4.5,-2.0,0.33,0.25,0.69,0.08,0.25,0.04,1.92,0.06,0.22,2016
Alan Anderson,SG,33,WAS,13.0,14.77,0.12,0.33,0.55,0.0,0.0,6.6,7.4,0.15,0.0,0.92,0.0,0.54,0.0,2.38,0.23,0.23,2016
Lou Amundson,PF,33,NYK,29.0,7.03,0.0,0.0,0.0,0.65,0.35,-10.4,-8.0,0.17,0.14,0.79,0.14,0.52,0.0,0.86,0.21,0.1,2016
D.J. Augustin,PG,28,TOT,62.0,19.0,1.0,0.0,0.0,0.0,0.0,-1.1,-2.9,0.84,0.31,0.66,0.13,0.81,0.23,7.18,0.18,0.52,2016
Al-Farouq Aminu,SF,25,POR,82.0,28.55,0.0,0.0,0.56,0.44,0.01,1.7,2.2,0.54,0.54,0.85,0.2,0.93,0.18,4.09,0.22,0.43,2016
Tony Allen,SG,34,MEM,64.0,25.31,0.06,0.93,0.02,0.0,0.0,-0.6,3.0,0.53,0.39,1.06,0.12,1.0,0.06,2.36,0.22,0.92,2016
Lavoy Allen,PF,26,IND,79.0,20.24,0.0,0.0,0.01,0.89,0.11,6.3,7.3,0.49,0.14,1.2,0.14,0.41,0.04,2.32,0.09,0.28,2016
Cliff Alexander,PF,20,POR,8.0,4.5,0.0,0.0,0.0,0.42,0.58,-17.0,-17.9,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,2016
LaMarcus Aldridge,PF,30,SAS,74.0,30.55,0.0,0.0,0.0,0.54,0.46,11.6,0.1,0.46,0.43,1.24,0.16,1.97,0.07,3.53,0.36,0.5,2016
Cole Aldrich,C,27,LAC,60.0,13.33,0.0,0.0,0.0,0.03,0.97,0.3,-5.0,0.33,0.27,1.32,0.32,0.67,0.03,2.08,0.1,0.3,2016
Alexis Ajinça,C,27,NOP,59.0,14.59,0.0,0.0,0.0,0.0,1.0,-3.3,0.7,0.22,0.36,1.05,0.22,0.49,0.12,1.31,0.1,0.2,2016
Arron Afflalo,SG,30,NYK,71.0,33.39,0.01,0.81,0.18,0.0,0.0,-3.6,-1.9,0.38,0.35,0.75,0.18,0.96,0.06,4.75,0.32,0.66,2016
Steven Adams,C,22,OKC,80.0,25.18,0.0,0.0,0.0,0.0,1.0,11.3,8.2,0.3,0.28,1.38,0.29,1.04,0.09,1.8,0.25,0.39,2016
Jordan Adams,SG,21,MEM,2.0,7.5,0.0,0.59,0.41,0.0,0.0,9.3,11.7,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.5,0.0,2016
Quincy Acy,PF,25,SAC,59.0,14.85,0.0,0.0,0.19,0.79,0.03,-7.1,-5.5,0.14,0.1,0.88,0.08,0.47,0.08,1.05,0.15,0.1,2016
Nikola Jokić,C,20,DEN,80.0,21.66,0.0,0.0,0.0,0.05,0.95,2.3,9.5,0.56,0.35,1.18,0.19,0.96,0.11,5.48,0.3,0.71,2016
Ömer Aşık,C,29,NOP,68.0,17.32,0.0,0.0,0.0,0.09,0.91,-8.6,-6.7,0.34,0.22,0.9,0.24,0.81,0.07,0.88,0.07,0.56,2016
Jeff Ayres,C,28,LAC,17.0,6.29,0.0,0.0,0.0,0.17,0.83,-20.8,-25.8,0.06,0.0,0.53,0.29,0.18,0.06,0.65,0.0,0.18,2016
Devin Booker,SG,19,PHO,76.0,27.74,0.03,0.82,0.14,0.01,0.0,-9.3,-4.3,1.3,0.43,1.34,0.22,1.25,0.18,6.18,0.25,0.84,2016
Michael Beasley,PF,27,HOU,20.0,18.15,0.0,0.0,0.0,0.91,0.09,-9.6,-10.6,0.6,0.25,1.15,0.1,1.15,0.05,1.8,0.25,0.65,2016
Matt Bonner,C,35,SAS,30.0,6.87,0.0,0.0,0.0,0.48,0.52,16.8,5.6,0.07,0.03,0.27,0.0,0.03,0.0,0.73,0.0,0.07,2016
Andrew Bogut,C,31,GSW,70.0,20.73,0.0,0.0,0.0,0.0,1.0,13.9,4.4,0.76,0.13,1.51,0.21,0.17,0.04,5.6,0.03,0.1,2016
Bojan Bogdanović,SF,26,BRK,79.0,26.77,0.0,0.3,0.63,0.05,0.02,-9.0,-3.0,0.54,0.61,0.58,0.1,0.7,0.06,2.87,0.14,0.94,2016
Eric Bledsoe,PG,26,PHO,31.0,34.16,0.86,0.14,0.0,0.0,0.0,-2.9,5.9,2.16,0.77,0.87,0.29,2.13,0.32,14.42,0.45,0.81,2016
Steve Blake,PG,35,DET,58.0,17.0,1.0,0.0,0.0,0.0,0.0,-2.8,-4.2,1.02,0.26,0.43,0.0,0.1,0.12,8.22,0.03,0.17,2016
DeJuan Blair,C,26,WAS,29.0,7.52,0.0,0.0,0.0,0.01,0.99,-8.8,-8.9,0.21,0.03,0.86,0.28,0.21,0.07,0.93,0.03,0.14,2016
Tarik Black,C,24,LAL,39.0,12.72,0.0,0.0,0.0,0.02,0.98,1.0,12.9,0.1,0.28,1.05,0.13,0.49,0.08,1.0,0.03,0.23,2016
Nemanja Bjelica,PF,27,MIN,60.0,17.92,0.0,0.0,0.0,0.98,0.02,-5.5,-3.0,0.25,0.25,1.28,0.1,0.38,0.05,3.07,0.1,0.17,2016
Bismack Biyombo,C,23,TOR,82.0,22.05,0.0,0.0,0.0,0.04,0.96,4.1,-1.3,0.11,0.21,1.46,0.34,1.09,0.06,0.88,0.18,0.55,2016
Patrick Beverley,PG,27,HOU,71.0,28.75,0.94,0.06,0.0,0.0,0.0,3.8,7.5,0.85,0.17,1.03,0.08,0.42,0.35,8.01,0.07,0.45,2016
Anthony Bennett,PF,22,TOR,19.0,4.42,0.0,0.0,0.03,0.93,0.04,-13.8,-19.0,0.11,0.05,0.32,0.05,0.16,0.0,0.0,0.0,0.11,2016
Marco Belinelli,SG,29,SAC,68.0,24.59,0.0,0.56,0.43,0.01,0.0,-6.2,-5.9,0.75,0.25,0.62,0.06,0.75,0.15,4.41,0.25,0.13,2016
Bradley Beal,SG,22,WAS,55.0,31.05,0.02,0.9,0.09,0.0,0.0,-1.0,-1.0,0.87,0.75,1.0,0.2,1.25,0.15,6.8,0.38,0.49,2016
Luke Babbitt,SF,26,NOP,47.0,17.98,0.0,0.0,0.28,0.66,0.06,-3.0,1.2,0.15,0.17,0.89,0.13,0.47,0.06,2.64,0.13,0.53,2016
Kent Bazemore,SF,26,ATL,75.0,27.77,0.0,0.2,0.79,0.0,0.0,2.4,-2.6,0.87,0.56,0.99,0.19,0.96,0.24,5.07,0.24,0.49,2016
Aron Baynes,C,29,DET,81.0,15.22,0.0,0.0,0.0,0.02,0.98,-3.8,-6.0,0.14,0.22,0.96,0.35,0.79,0.05,1.53,0.14,0.32,2016
Jerryd Bayless,SG,27,MIL,52.0,28.94,0.1,0.67,0.24,0.0,0.0,-5.6,-2.5,0.81,0.23,1.17,0.08,0.71,0.25,7.06,0.15,0.38,2016
Nicolas Batum,SF,27,CHO,70.0,34.97,0.0,0.03,0.96,0.01,0.0,4.5,4.2,1.91,0.53,0.66,0.24,0.89,0.06,13.64,0.21,0.39,2016
Brandon Bass,PF,30,LAL,66.0,20.33,0.0,0.0,0.01,0.67,0.32,-1.2,13.9,0.2,0.17,1.14,0.15,1.17,0.06,2.65,0.26,0.53,2016
Will Barton,SG,25,DEN,82.0,28.7,0.0,0.33,0.63,0.04,0.0,-2.9,0.6,0.72,0.55,0.66,0.16,1.32,0.13,5.54,0.34,0.71,2016
Matt Barnes,SF,35,MEM,76.0,28.82,0.0,0.1,0.73,0.17,0.0,-4.8,-5.5,1.08,0.33,1.78,0.13,0.68,0.07,4.67,0.11,0.46,2016
Harrison Barnes,SF,23,GSW,66.0,30.94,0.0,0.0,0.44,0.55,0.01,10.4,-1.4,0.44,0.23,1.06,0.09,0.94,0.08,4.38,0.24,0.55,2016
Andrea Bargnani,C,30,BRK,46.0,13.78,0.0,0.0,0.0,0.33,0.67,-14.7,-8.4,0.15,0.15,0.59,0.13,0.57,0.07,0.93,0.24,0.3,2016
J.J. Barea,PG,31,DAL,74.0,22.53,1.0,0.0,0.0,0.0,0.0,-2.2,-3.5,0.96,0.34,0.41,0.08,0.53,0.46,9.32,0.14,0.61,2016
Leandro Barbosa,SG,33,GSW,68.0,15.87,0.01,0.85,0.14,0.0,0.0,2.8,-11.3,0.4,0.24,0.54,0.13,0.46,0.1,2.81,0.09,0.29,2016
Cameron Bairstow,C,25,CHI,18.0,5.72,0.0,0.0,0.0,0.35,0.66,-6.0,-4.5,0.06,0.11,0.67,0.06,0.17,0.06,0.72,0.0,0.28,2016
Gorgui Dieng,C,26,MIN,82.0,27.07,0.0,0.0,0.0,0.53,0.47,0.0,7.5,0.46,0.33,1.2,0.38,1.5,0.12,3.96,0.33,0.62,2016
Chris Bosh,PF,31,MIA,53.0,33.55,0.0,0.0,0.0,0.55,0.45,1.0,-1.9,0.7,0.55,1.08,0.09,2.4,0.06,5.57,0.49,0.6,2016
Toney Douglas,PG,29,NOP,61.0,20.69,0.65,0.35,0.01,0.0,0.0,-5.3,-2.0,0.54,0.16,0.87,0.11,0.62,0.11,5.89,0.1,0.48,2016
Roy Hibbert,C,29,LAL,81.0,23.19,0.0,0.0,0.0,0.0,1.0,-18.2,-15.1,0.37,0.17,2.15,0.28,0.7,0.06,2.67,0.12,0.37,2016
Richaun Holmes,PF,22,PHI,51.0,13.76,0.0,0.0,0.0,0.32,0.68,-4.1,8.1,0.24,0.2,1.16,0.1,0.78,0.1,1.53,0.18,0.37,2016
Rondae Hollis-Jefferson,SF,21,BRK,29.0,21.21,0.0,0.62,0.28,0.1,0.0,-3.0,5.4,0.34,0.34,1.21,0.14,0.76,0.21,3.21,0.07,0.28,2016
Ryan Hollins,C,31,TOT,37.0,12.43,0.0,0.0,0.0,0.0,1.0,-16.2,-15.5,0.14,0.19,0.92,0.24,0.46,0.03,0.59,0.08,0.35,2016
Justin Holiday,SG,26,TOT,53.0,14.58,0.1,0.87,0.03,0.0,0.0,-3.8,-4.4,0.47,0.17,0.66,0.06,0.3,0.13,2.38,0.06,0.38,2016
Jrue Holiday,PG,25,NOP,65.0,28.17,0.32,0.65,0.03,0.0,0.0,0.3,7.7,1.65,0.69,0.98,0.06,1.48,0.22,13.86,0.34,0.75,2016
Kirk Hinrich,PG,35,TOT,46.0,13.72,0.67,0.33,0.0,0.0,0.0,1.2,2.3,0.41,0.11,0.61,0.04,0.13,0.15,3.72,0.04,0.13,2016
Darrun Hilliard,SG,22,DET,38.0,10.08,0.0,0.94,0.06,0.0,0.0,0.4,0.1,0.16,0.11,0.34,0.08,0.45,0.05,1.66,0.08,0.11,2016
Solomon Hill,SF,24,IND,59.0,14.68,0.0,0.11,0.64,0.25,0.0,4.4,3.2,0.34,0.14,0.47,0.03,0.22,0.02,2.2,0.0,0.22,2016
Jordan Hill,C,28,IND,73.0,20.73,0.0,0.0,0.0,0.26,0.74,1.6,-0.5,0.45,0.41,1.32,0.22,0.74,0.01,2.79,0.15,0.42,2016
George Hill,PG,29,IND,74.0,34.11,0.98,0.02,0.0,0.0,0.0,2.1,0.5,0.68,0.35,0.78,0.16,0.76,0.23,8.05,0.16,0.43,2016
Nenê,PF,33,WAS,57.0,19.19,0.0,0.0,0.0,0.11,0.89,2.1,3.5,0.56,0.4,1.25,0.28,1.53,0.14,3.75,0.28,0.39,2016
J.J. Hickson,C,27,TOT,35.0,12.46,0.0,0.0,0.0,0.04,0.96,-7.2,-5.2,0.29,0.14,0.51,0.17,1.46,0.0,1.54,0.2,0.43,2016
Mario Hezonja,SF,20,ORL,79.0,17.89,0.0,0.22,0.72,0.06,0.0,-1.0,0.9,0.63,0.3,0.77,0.15,0.24,0.04,3.0,0.08,0.19,2016
Dwight Howard,C,30,HOU,71.0,32.11,0.0,0.0,0.0,0.0,1.0,0.3,0.6,0.68,0.49,1.31,0.56,2.44,0.01,3.28,0.69,0.68,2016
John Henson,C,25,MIL,57.0,16.84,0.0,0.0,0.0,0.23,0.77,-6.6,-3.4,0.4,0.28,1.19,0.14,0.98,0.07,2.07,0.19,0.21,2016
Gerald Henderson,SG,28,POR,72.0,19.88,0.0,0.17,0.81,0.03,0.0,1.1,0.5,0.42,0.24,0.46,0.14,0.89,0.19,2.51,0.11,0.25,2016
Gordon Hayward,SF,25,UTA,80.0,36.16,0.0,0.12,0.86,0.03,0.0,1.5,-1.4,1.06,0.84,0.86,0.41,2.29,0.2,8.8,0.5,0.71,2016
Chuck Hayes,C,32,HOU,2.0,12.0,0.0,0.0,0.0,0.0,1.0,-4.1,-4.2,0.5,0.5,1.5,0.5,0.5,0.0,2.0,0.0,0.0,2016
Spencer Hawes,PF,27,CHO,57.0,18.16,0.0,0.0,0.0,0.73,0.27,1.8,-1.4,0.44,0.19,1.39,0.21,0.54,0.09,4.44,0.05,0.23,2016
Udonis Haslem,PF,35,MIA,37.0,7.03,0.0,0.0,0.04,0.83,0.14,-0.7,-2.9,0.03,0.03,0.43,0.08,0.11,0.14,0.84,0.03,0.03,2016
Aaron Harrison,SG,21,CHO,21.0,4.43,0.0,0.03,0.97,0.0,0.0,-2.5,-5.5,0.05,0.0,0.33,0.0,0.1,0.05,0.19,0.0,0.0,2016
Tobias Harris,PF,23,TOT,76.0,33.07,0.0,0.0,0.49,0.5,0.0,0.3,1.8,0.49,0.54,1.01,0.29,1.55,0.09,5.37,0.45,0.93,2016
Joe Harris,SG,24,CLE,5.0,3.0,0.0,0.69,0.31,0.0,0.0,-57.6,-64.3,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016
Gary Harris,SG,21,DEN,76.0,32.09,0.09,0.86,0.06,0.0,0.0,-4.2,-2.8,0.45,0.54,0.67,0.12,0.82,0.05,4.39,0.24,0.61,2016
Devin Harris,PG,32,DAL,64.0,20.0,0.15,0.69,0.16,0.0,0.0,-2.5,-3.4,0.69,0.16,1.0,0.05,0.81,0.28,4.19,0.25,0.27,2016
Montrezl Harrell,PF,22,HOU,39.0,9.72,0.0,0.0,0.06,0.78,0.16,6.3,6.9,0.15,0.13,0.74,0.05,0.49,0.03,1.1,0.05,0.21,2016
Al Horford,C,29,ATL,82.0,32.09,0.0,0.0,0.0,0.1,0.9,3.9,0.8,0.61,0.35,1.07,0.18,0.71,0.01,7.65,0.21,0.43,2016
Marcelo Huertas,PG,32,LAL,53.0,16.4,1.0,0.0,0.0,0.0,0.0,0.4,13.6,1.13,0.21,0.62,0.06,0.21,0.15,7.83,0.11,0.26,2016
Maurice Harkless,SF,22,POR,78.0,18.68,0.0,0.02,0.7,0.28,0.0,1.3,0.9,0.28,0.22,1.0,0.1,0.65,0.03,2.06,0.12,0.37,2016
Richard Jefferson,SF,35,CLE,74.0,17.92,0.0,0.19,0.68,0.13,0.0,-2.0,-12.7,0.24,0.18,0.95,0.03,0.51,0.14,1.88,0.09,0.15,2016
