Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Jonas Jerebko,PF,27,BOS,29,527,,,2,71,27,11.6,13.3,9,4,19,3,15,3,78,4,9,2015
Grant Jerrett,PF,21,TOT,8,51,,,,63,37,-19.9,-21.2,2,1,7,0,1,0,7,1,0,2015
Grant Jerrett,PF,21,OKC,5,25,,,,30,70,-38.8,-41.1,1,1,3,0,0,0,3,0,0,2015
Grant Jerrett,PF,21,UTA,3,26,,,,94,6,-1.8,-2.0,1,0,4,0,1,0,4,1,0,2015
Amir Johnson,PF,27,TOR,75,1979,,,,71,29,2.2,-2.2,33,27,88,38,58,5,259,11,52,2015
Chris Johnson,SF,24,TOT,29,526,,25,67,8,,-2.6,0.6,7,2,20,1,6,6,32,1,10,2015
Chris Johnson,SF,24,PHI,9,187,,10,80,10,,-3.9,5.8,6,2,11,0,4,3,6,1,4,2015
Chris Johnson,SF,24,UTA,12,211,,44,54,2,,9.3,9.7,1,0,5,1,1,1,16,0,5,2015
Chris Johnson,SF,24,MIL,8,128,,16,70,14,,-20.4,-21.9,0,0,4,0,1,2,10,0,1,2015
James Johnson,PF,27,TOR,70,1370,,,80,19,,6.6,5.1,26,29,83,13,51,2,225,15,24,2015
Joe Johnson,SG,33,BRK,80,2791,,31,60,9,,-2.5,2.0,69,48,53,11,52,4,673,10,24,2015
Nick Johnson,SG,22,HOU,28,262,28,62,10,,,-6.9,-11.3,7,3,16,6,9,1,25,1,7,2015
Tyler Johnson,SG,22,MIA,32,603,15,77,8,,,-4.3,-1.9,10,13,20,5,15,4,98,1,11,2015
Wesley Johnson,SF,27,LAL,76,2245,,,92,8,,-7.1,0.2,48,28,103,4,50,7,270,11,15,2015
Dahntay Jones,SF,34,LAC,33,123,,16,79,5,,-20.6,-28.8,0,1,10,0,4,2,5,0,1,2015
James Jones,SF,34,CLE,57,669,,4,69,26,1,-9.1,-16.5,7,3,34,1,14,8,57,2,3,2015
Perry Jones,SF,23,OKC,43,631,,2,65,32,2,-10.2,-14.6,7,8,25,5,17,3,45,4,10,2015
Terrence Jones,PF,23,HOU,33,889,,,,56,44,4.2,0.7,12,13,37,9,47,4,90,8,29,2015
DeAndre Jordan,C,26,LAC,82,2820,,,,,100,11.8,15.4,39,28,128,18,139,4,144,38,16,2015
Jerome Jordan,C,28,BRK,44,383,,,,5,95,-10.7,-8.4,9,5,32,3,20,0,28,6,15,2015
Cory Joseph,PG,23,SAS,79,1444,74,26,,,,6.3,-0.3,25,29,53,9,59,13,445,19,32,2015
Chris Kaman,C,32,POR,74,1398,,,,3,97,-0.2,-6.8,33,47,86,12,53,1,164,16,35,2015
Sergey Karasev,SG,21,BRK,33,555,,59,41,,,1.7,5.7,13,5,24,3,11,6,104,1,11,2015
Ryan Kelly,PF,23,LAL,52,1233,,,20,62,18,-6.8,0.5,16,13,76,5,42,1,213,4,12,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Michael Kidd-Gilchrist,SF,21,CHO,55,1587,,,94,6,,3.9,12.3,6,28,59,20,101,8,168,22,63,2015
Sean Kilpatrick,SG,25,MIN,4,72,,87,13,,,9.8,19.7,1,1,3,0,1,0,10,0,1,2015
Andrei Kirilenko,SF,33,BRK,7,36,,,37,63,,-42.1,-39.3,0,1,0,0,1,0,2,0,2,2015
Alex Kirk,C,23,CLE,5,14,,,,,100,-59.9,-64.7,0,0,0,0,1,0,2,0,0,2015
Brandon Knight,PG-SG,23,TOT,63,2035,89,12,,,,-1.4,-2.7,114,47,40,17,75,17,730,15,37,2015
Brandon Knight,PG,23,MIL,52,1688,100,,,,,-0.5,-2.1,98,43,32,16,69,14,622,14,33,2015
Brandon Knight,SG,23,PHO,11,347,32,68,,,,-5.9,-5.3,16,4,8,1,6,3,108,1,4,2015
Kyle Korver,SG,33,ATL,75,2418,,75,25,,,11.0,13.7,75,16,82,6,26,6,428,7,12,2015
Kosta Koufos,C,25,MEM,81,1348,,,,,100,4.6,1.8,16,19,63,20,36,4,82,4,22,2015
Ognjen Kuzmić,C,24,GSW,16,72,,,,,100,-23.3,-34.7,3,0,10,1,1,0,15,0,0,2015
Jeremy Lamb,SG,22,OKC,47,633,1,85,14,,,-6.4,-10.0,16,5,29,2,27,2,100,8,7,2015
Carl Landry,PF,31,SAC,70,1192,,,,68,32,-8.7,-6.9,6,23,53,16,72,6,58,11,42,2015
Shane Larkin,PG,22,NYK,76,1865,100,,,,,-11.5,-2.4,56,19,67,3,26,17,518,5,30,2015
Joffrey Lauvergne,C,23,DEN,24,268,,,,24,76,-20.2,-17.6,9,5,23,6,13,0,31,6,14,2015
Zach LaVine,PG,19,MIN,77,1902,79,21,,,,-14.6,-9.6,108,57,91,12,84,14,592,18,38,2015
Ty Lawson,PG,27,DEN,75,2665,96,4,,,,-1.4,7.6,125,36,48,12,152,9,1665,22,59,2015
Ricky Ledo,SG,22,TOT,17,244,,67,33,,,-13.2,-3.7,12,8,10,3,12,1,45,2,11,2015
Ricky Ledo,SG,22,DAL,5,11,,80,20,,,-35.5,-38.6,1,1,0,0,1,0,3,0,1,2015
Ricky Ledo,SG,22,NYK,12,233,,66,34,,,-12.1,-2.0,11,7,10,3,11,1,42,2,10,2015
Courtney Lee,SG,29,MEM,77,2354,3,60,37,,,2.1,-3.2,45,17,54,5,34,3,336,5,18,2015
David Lee,PF,31,GSW,49,904,,,,58,42,2.8,-10.4,23,14,51,7,51,2,206,8,21,2015
Malcolm Lee,SG,24,PHI,1,2,100,,,,,75.0,84.5,0,0,0,0,0,0,0,0,0,2015
Alex Len,C,21,PHO,69,1518,,,,,100,-0.6,0.7,26,17,119,19,55,7,77,18,31,2015
Kawhi Leonard,SF,23,SAS,64,2033,,1,89,9,,12.0,11.2,41,29,53,17,111,5,369,26,33,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Meyers Leonard,C,22,POR,55,847,,,,47,53,1.2,-3.8,7,8,71,12,14,7,80,6,6,2015
Jon Leuer,PF,25,MEM,63,824,,,1,93,6,-0.5,-4.9,23,7,49,1,27,2,101,3,15,2015
Damian Lillard,PG,24,POR,82,2925,79,21,,,,4.8,2.2,137,62,58,14,157,36,1174,36,66,2015
Jeremy Lin,PG,26,LAL,74,1907,95,6,,,,-6.5,1.1,88,53,91,18,104,27,733,9,52,2015
Shaun Livingston,PG,29,GSW,78,1468,80,20,,,,2.9,-12.4,48,28,40,14,41,7,590,8,16,2015
Brook Lopez,C,26,BRK,72,2100,,,,,100,-3.1,0.0,22,37,118,29,138,8,121,48,49,2015
Robin Lopez,C,26,POR,59,1638,,,,,100,5.4,1.9,16,23,74,18,65,7,136,17,31,2015
Kevin Love,PF,26,CLE,75,2532,,,,95,5,7.4,7.8,49,45,85,11,122,6,365,18,56,2015
Kyle Lowry,PG,28,TOR,70,2414,100,,,,,3.6,0.9,91,49,79,19,127,29,1080,26,57,2015
Kalin Lucas,PG,25,MEM,1,6,100,,,,,-45.0,-48.5,0,0,0,0,0,0,0,0,0,2015
John Lucas III,PG,32,DET,21,272,100,,,,,-9.9,-9.1,11,4,6,1,3,0,137,1,2,2015
Shelvin Mack,PG,24,ATL,55,833,45,55,1,,,1.7,-5.2,30,15,9,2,11,1,352,2,19,2015
Ian Mahinmi,C,28,IND,61,1146,,,,,100,0.7,0.9,22,8,84,22,42,12,78,15,16,2015
Devyn Marble,SG,22,ORL,16,208,1,17,82,1,,-1.8,4.5,6,0,6,0,7,1,39,1,3,2015
Shawn Marion,SF,36,CLE,57,1101,1,52,42,6,,2.7,-2.7,17,9,44,1,16,4,119,2,22,2015
Kendall Marshall,PG,23,MIL,28,417,7,89,4,,,7.1,7.1,28,3,6,1,5,2,190,3,6,2015
Cartier Martin,SF,30,DET,23,198,,55,45,,,5.0,6.8,0,2,9,2,0,2,28,0,3,2015
Kenyon Martin,PF,37,MIL,11,104,,,,37,63,-2.8,-3.7,1,0,7,1,1,0,12,0,3,2015
Kevin Martin,SG,31,MIN,39,1302,,92,8,,,-10.5,-1.4,28,22,34,10,71,7,190,15,24,2015
Wesley Matthews,SG,28,POR,60,2024,,78,22,,,6.5,4.6,41,23,54,7,63,16,332,16,24,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Jason Maxiell,PF,31,CHO,61,878,,,,61,39,-8.3,-6.2,9,7,54,9,25,7,42,4,19,2015
O.J. Mayo,SG,27,MIL,71,1697,,77,22,,,-1.7,-4.2,65,33,62,12,52,3,429,13,29,2015
Luc Mbah a Moute,PF,28,PHI,67,1916,,,22,75,3,-9.8,-0.6,41,31,60,10,70,8,257,11,53,2015
James Michael McAdoo,PF,22,GSW,15,137,,,1,85,14,9.0,-1.9,2,3,17,1,13,2,4,5,3,2015
Ray McCallum,PG,23,SAC,68,1436,91,10,,,,-7.9,-6.5,40,28,50,5,27,8,410,4,36,2015
CJ McCollum,SG,23,POR,62,973,8,88,5,,,5.4,1.6,29,15,42,3,35,5,152,10,25,2015
K.J. McDaniels,SG,21,TOT,62,1352,7,81,12,,,-9.7,-0.5,41,35,66,17,66,4,165,11,33,2015
K.J. McDaniels,SG,21,PHI,52,1319,7,82,12,,,-9.4,0.1,40,35,63,17,65,4,161,11,33,2015
K.J. McDaniels,SG,21,HOU,10,33,,63,38,,,-22.3,-26.1,1,0,3,0,1,0,4,0,0,2015
Doug McDermott,SF,23,CHI,36,321,,5,95,,,-13.5,-18.3,6,2,16,3,8,1,14,3,8,2015
Mitch McGary,PF,22,OKC,32,485,,,,36,64,5.4,3.8,8,13,41,7,17,2,34,6,12,2015
JaVale McGee,C,27,TOT,23,256,,,,4,96,-14.1,-9.3,6,5,14,3,12,4,6,1,9,2015
JaVale McGee,C,27,DEN,17,195,,,,5,95,-11.2,-7.8,5,3,13,2,10,2,2,1,8,2015
JaVale McGee,C,27,PHI,6,61,,,,,100,-23.2,-14.0,1,2,1,1,2,2,4,0,1,2015
Ben McLemore,SG,21,SAC,82,2670,,96,4,,,-1.0,8.4,56,47,129,14,67,7,302,13,37,2015
Jerel McNeal,PG,27,PHO,6,36,100,,,,,-4.3,-3.3,3,2,2,0,1,0,4,0,1,2015
Josh McRoberts,PF,27,MIA,17,296,,,,76,24,5.1,8.5,15,4,10,1,3,0,70,1,5,2015
Jodie Meeks,SG,27,DET,60,1462,,100,,,,-3.6,-3.5,24,27,34,3,71,4,179,17,20,2015
Gal Mekel,PG,26,NOP,4,43,97,3,,,,2.4,1.1,2,0,1,0,0,0,30,0,3,2015
Khris Middleton,SF,23,MIL,79,2378,,1,52,46,2,7.0,15.5,56,34,81,9,61,10,403,13,33,2015
C.J. Miles,SG,27,IND,70,1841,,72,27,,,3.9,7.2,44,17,68,9,61,6,170,13,26,2015
Andre Miller,PG,38,TOT,81,1253,92,8,,,,-4.5,-3.6,72,22,35,5,26,14,627,3,29,2015
Andre Miller,PG,38,WAS,51,631,100,,,,,-7.3,-9.7,29,12,19,3,16,6,309,1,18,2015
Andre Miller,PG,38,SAC,30,622,83,17,,,,-1.6,2.6,43,10,16,2,10,8,318,2,11,2015
Darius Miller,SF,24,NOP,5,43,,30,70,,,-11.8,-13.3,1,0,4,0,0,0,5,0,0,2015
Mike Miller,SF,34,CLE,52,701,,26,43,31,,-5.7,-12.6,15,3,33,4,0,0,105,0,3,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Quincy Miller,PF,22,TOT,10,119,,,68,32,,16.9,19.8,1,3,8,0,6,0,19,1,5,2015
Quincy Miller,PF,22,SAC,6,61,,,57,43,,5.3,9.2,1,2,3,0,6,0,6,1,1,2015
Quincy Miller,PF,22,DET,4,58,,,80,20,,29.0,30.9,0,1,5,0,0,0,13,0,4,2015
Patty Mills,PG,26,SAS,51,801,100,,,,,9.2,3.3,14,13,20,4,12,11,207,3,12,2015
Elijah Millsap,SG,27,UTA,47,924,1,81,18,,,4.7,5.9,28,22,43,11,41,3,137,6,28,2015
Paul Millsap,PF,29,ATL,73,2390,,,,94,6,8.0,5.5,53,63,106,28,142,2,529,32,65,2015
Nikola Mirotić,PF,23,CHI,82,1654,,,4,72,24,5.6,3.8,34,27,88,13,110,6,225,18,36,2015
Nazr Mohammed,C,37,CHI,23,128,,,,,100,3.3,0.0,4,1,12,2,2,0,7,1,3,2015
Greg Monroe,PF,24,DET,69,2137,,,,50,50,-0.6,1.8,46,64,72,18,164,5,336,33,85,2015
E'Twaun Moore,SG,25,CHI,56,504,40,60,,,,-0.2,-4.0,9,3,18,1,7,3,77,0,10,2015
Eric Moreland,PF,23,SAC,3,2,,,,41,59,25.0,28.8,0,0,1,0,0,0,0,0,0,2015
Darius Morris,PG,24,BRK,38,299,86,14,,,,-10.5,-7.9,13,7,9,1,4,0,116,3,5,2015
Marcus Morris,PF,25,PHO,81,2045,,,51,47,2,-1.5,-0.8,36,18,104,6,41,12,305,9,25,2015
Markieff Morris,PF,25,PHO,82,2581,,,,65,35,1.6,7.6,83,33,115,32,106,10,442,28,42,2015
Anthony Morrow,SG,29,OKC,74,1806,,26,71,3,,5.3,6.1,16,11,56,9,30,17,141,10,14,2015
Donatas Motiejūnas,PF,24,HOU,71,2037,,,,37,63,2.4,-2.5,52,38,79,17,65,13,314,13,42,2015
Timofey Mozgov,C,28,TOT,81,2045,,,,,100,5.9,6.9,22,40,140,22,95,6,131,14,54,2015
Timofey Mozgov,C,28,DEN,35,897,,,,,100,-2.3,1.9,8,12,69,10,39,3,37,10,25,2015
Timofey Mozgov,C,28,CLE,46,1148,,,,,100,12.3,10.9,14,28,71,12,56,3,94,4,29,2015
Shabazz Muhammad,SG,22,MIN,38,866,9,79,13,,,-9.2,0.5,14,11,19,6,72,3,94,21,33,2015
Toure' Murry,SG-PG,25,TOT,5,18,30,70,,,,5.4,4.5,2,2,0,0,1,0,2,0,0,2015
Toure' Murry,PG,25,UTA,1,1,100,,,,,-100.0,-100.2,0,0,0,0,0,0,0,0,0,2015
Toure' Murry,SG,25,WAS,4,17,26,75,,,,11.6,10.7,2,2,0,0,1,0,2,0,0,2015
Mike Muscala,PF,23,ATL,40,502,,,,65,35,6.2,0.4,3,8,27,5,10,3,59,3,8,2015
Shabazz Napier,PG,23,MIA,51,1012,100,,,,,-1.6,1.5,47,22,39,4,24,10,308,1,8,2015
Gary Neal,SG,30,TOT,54,1193,9,87,4,,,-5.3,-1.0,33,15,50,8,40,4,235,9,25,2015
Gary Neal,SG,30,CHO,43,931,12,85,3,,,-6.1,-3.4,31,12,41,6,33,2,190,6,21,2015
Gary Neal,SG,30,MIN,11,262,,93,7,,,-2.6,7.4,2,3,9,2,7,2,45,3,4,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Jameer Nelson,PG,32,TOT,63,1407,87,13,,,,-0.8,-0.1,63,30,59,7,15,14,579,3,20,2015
Jameer Nelson,PG,32,DAL,23,584,99,2,,,,7.4,5.2,21,9,30,3,3,5,226,0,4,2015
Jameer Nelson,PG,32,BOS,6,121,100,,,,,-6.8,-7.0,7,2,6,0,4,2,76,0,1,2015
Jameer Nelson,PG,32,DEN,34,702,76,24,,,,-6.6,-3.3,35,19,23,4,8,7,277,3,15,2015
Andrew Nicholson,PF,25,ORL,40,492,,,,90,10,-8.6,-2.9,11,5,22,7,10,1,52,3,2,2015
Joakim Noah,C,29,CHI,67,2049,,,,,100,2.2,-2.4,66,23,89,19,71,6,707,8,44,2015
Nerlens Noel,C,20,PHI,75,2311,,,,21,79,-9.1,0.8,62,51,98,16,100,9,303,20,39,2015
Lucas Nogueira,C,22,TOR,6,23,,,,,100,-25.5,-29.0,0,0,2,2,2,0,2,0,0,2015
Steve Novak,SF-PF,31,TOT,35,197,,,21,76,3,-19.2,-20.8,2,2,13,0,0,0,27,0,2,2015
Steve Novak,SF,31,UTA,22,109,,,31,67,3,-20.8,-21.6,1,2,8,0,0,0,15,0,1,2015
Steve Novak,PF,31,OKC,13,88,,,9,88,3,-17.3,-19.8,1,0,5,0,0,0,12,0,1,2015
Dirk Nowitzki*,PF,36,DAL,77,2282,,,,61,39,3.1,0.4,41,27,100,9,84,7,339,14,23,2015
Jusuf Nurkić,C,20,DEN,62,1103,,,,1,99,-0.7,4.3,20,28,100,25,53,6,115,6,38,2015
Johnny O'Bryant,PF,21,MIL,34,368,,,1,78,21,-13.6,-15.8,7,9,24,5,15,1,40,4,10,2015
Kyle O'Quinn,PF,24,ORL,51,824,,,,67,33,-6.8,-1.0,31,5,63,13,28,3,129,7,11,2015
Victor Oladipo,SG,22,ORL,72,2573,16,71,12,,,-6.2,-0.4,90,75,75,24,139,10,673,19,95,2015
Kelly Olynyk,C,23,BOS,64,1423,,,,10,90,5.0,7.8,33,29,100,16,56,8,246,4,31,2015
Arinze Onuaku,C,27,MIN,6,68,,,,,100,-11.6,-2.1,0,0,4,1,3,0,10,0,1,2015
Zaza Pachulia,C,30,MIL,73,1730,,,,,100,7.0,11.0,53,41,67,28,71,12,391,16,40,2015
Kostas Papanikolaou,SF,24,HOU,43,795,,,29,71,1,-2.7,-7.9,33,15,38,3,5,1,205,1,13,2015
Jannero Pargo,PG,35,CHO,9,73,27,71,2,,,-2.2,1.3,2,1,2,0,0,1,19,0,1,2015
Jabari Parker,PF,19,MIL,25,738,,,17,81,3,-6.2,-8.5,18,17,13,3,32,3,94,6,21,2015
Tony Parker*,PG,32,SAS,68,1953,98,2,,,,5.6,-1.9,73,50,54,8,70,4,788,18,46,2015
Chandler Parsons,SF,26,DAL,66,2186,,,65,35,,4.1,2.5,38,40,62,12,93,13,376,26,37,2015
Patrick Patterson,PF,25,TOR,81,2156,,,,95,5,5.5,4.8,31,6,72,9,32,7,368,6,20,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Chris Paul,PG,29,LAC,82,2857,100,1,,,,12.8,20.3,116,49,72,17,49,17,1905,13,21,2015
Adreian Payne,PF,23,TOT,32,739,,,1,73,27,-16.9,-9.1,11,13,43,10,20,4,66,2,10,2015
Adreian Payne,PF,23,ATL,3,19,,,22,40,39,-48.4,-54.4,0,0,3,0,1,0,0,0,0,2015
Adreian Payne,PF,23,MIN,29,720,,,,74,27,-16.1,-7.9,11,13,40,10,19,4,66,2,10,2015
Elfrid Payton,PG,20,ORL,82,2489,97,3,,,,-3.4,7.1,117,45,84,19,99,11,1202,19,101,2015
Nikola Peković,C,29,MIN,31,815,,,,,100,-4.9,5.9,8,12,27,14,61,0,58,13,45,2015
Kendrick Perkins,C,30,TOT,68,1148,,,,1,99,1.0,-1.0,25,20,66,31,40,6,117,8,27,2015
Kendrick Perkins,C,30,OKC,51,981,,,,,100,4.2,2.8,18,16,55,23,35,3,97,6,20,2015
Kendrick Perkins,C,30,CLE,17,167,,,,9,91,-17.5,-23.1,7,4,11,8,5,3,20,2,7,2015
Paul Pierce*,SF,37,WAS,73,1914,,,91,9,,3.7,5.5,48,19,86,11,93,14,309,14,32,2015
Mason Plumlee,C,24,BRK,82,1743,,,,25,75,-5.4,-4.0,25,37,86,34,163,3,169,36,59,2015
Miles Plumlee,C,26,TOT,73,1194,,,,1,99,-0.1,1.3,18,15,64,11,19,2,82,2,20,2015
Miles Plumlee,C,26,PHO,54,1005,,,,,100,1.6,3.5,16,12,56,10,16,2,66,2,16,2015
Miles Plumlee,C,26,MIL,19,189,,,,7,93,-9.2,-10.5,2,3,8,1,3,0,16,0,4,2015
Quincy Pondexter,SF-SG,26,TOT,75,1793,,12,87,1,,0.8,-1.5,22,13,68,9,49,10,202,11,25,2015
Quincy Pondexter,SG,26,MEM,30,540,,10,89,1,,0.3,-3.6,3,4,20,2,15,4,61,2,11,2015
Quincy Pondexter,SF,26,NOP,45,1253,,13,86,1,,0.9,-0.7,19,9,48,7,34,6,141,9,14,2015
Otto Porter Jr.,SF,21,WAS,74,1432,,12,86,2,,-0.2,-1.8,23,10,41,10,32,2,142,6,18,2015
Dwight Powell,PF,23,TOT,29,236,,,14,72,15,-2.0,-5.1,3,5,22,1,15,2,23,1,7,2015
Dwight Powell,PF,23,BOS,5,9,,,57,43,,-33.3,-33.4,0,2,1,0,0,0,0,0,0,2015
Dwight Powell,PF,23,DAL,24,227,,,12,73,15,-0.8,-4.0,3,3,21,1,15,2,23,1,7,2015
Phil Pressey,PG,23,BOS,50,600,100,,,,,1.7,2.0,25,10,12,5,22,2,275,2,16,2015
A.J. Price,PG,28,TOT,26,324,100,,,,,-10.9,-12.2,9,4,8,0,11,5,104,4,5,2015
A.J. Price,PG,28,IND,10,193,100,,,,,1.1,1.1,5,4,6,0,11,3,62,4,3,2015
A.J. Price,PG,28,CLE,11,87,100,,,,,-29.5,-34.8,3,0,1,0,0,1,29,0,1,2015
A.J. Price,PG,28,PHO,5,44,100,,,,,-26.7,-25.9,1,0,1,0,0,1,13,0,1,2015
Ronnie Price,PG,31,LAL,43,982,100,,,,,-3.2,5.2,22,17,36,10,15,13,366,3,10,2015
Pablo Prigioni,PG,37,TOT,67,1197,75,25,,,,-3.1,3.1,48,12,21,1,5,9,397,0,4,2015
Pablo Prigioni,PG,37,NYK,43,795,64,36,,,,-6.3,4.9,35,10,11,1,5,7,235,0,3,2015
Pablo Prigioni,PG,37,HOU,24,402,97,3,,,,3.1,-0.5,13,2,10,0,0,2,162,0,1,2015
Tayshaun Prince,SF,34,TOT,58,1397,,,65,35,,-4.5,-6.5,20,10,26,2,21,1,208,4,9,2015
Tayshaun Prince,SF,34,MEM,26,628,,,63,37,,-0.5,-4.6,8,5,12,0,11,0,83,1,7,2015
Tayshaun Prince,SF,34,BOS,9,198,,,47,53,,6.3,6.6,3,0,1,1,0,0,40,0,0,2015
Tayshaun Prince,SF,34,DET,23,571,,,73,27,,-12.7,-13.1,9,5,13,1,10,1,85,3,2,2015
Miroslav Raduljica,C,27,MIN,5,23,,,,,100,-6.5,3.1,1,0,3,1,1,0,0,0,1,2015
Julius Randle,PF,20,LAL,1,14,,,,3,97,-69.5,-62.6,1,0,1,0,0,0,0,0,0,2015
Shavlik Randolph,PF,31,TOT,21,126,,,,34,67,-10.7,-10.1,0,1,6,1,6,1,12,1,2,2015
Shavlik Randolph,PF,31,PHO,16,101,,,,42,58,-9.8,-9.0,0,1,5,0,5,1,9,1,1,2015
Shavlik Randolph,PF,31,BOS,5,25,,,,,100,-14.3,-14.4,0,0,1,1,1,0,3,0,1,2015
Zach Randolph,PF,33,MEM,71,2304,,,,98,2,6.5,7.4,67,47,60,23,138,7,351,33,81,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
J.J. Redick,SG,30,LAC,78,2409,1,94,5,,,12.6,13.7,47,28,72,5,63,16,320,12,26,2015
Glen Rice Jr.,SG,24,WAS,5,43,,99,1,,,-26.7,-27.9,0,0,3,2,2,2,4,1,1,2015
Jason Richardson,SG,34,PHI,19,416,14,86,,,,-8.2,1.4,11,4,16,1,6,1,90,0,2,2015
Luke Ridnour,PG,33,ORL,47,683,100,,,,,-10.6,-5.5,21,13,37,0,5,12,220,1,3,2015
Austin Rivers,SG,22,TOT,76,1563,41,57,2,,,-2.2,-8.2,33,20,71,6,58,9,366,9,25,2015
Austin Rivers,SG,22,NOP,35,772,34,64,3,,,-0.6,-2.5,18,5,31,3,30,7,205,2,13,2015
Austin Rivers,SG,22,LAC,41,791,49,50,1,,,-3.6,-13.7,15,15,40,3,28,2,161,7,12,2015
Andre Roberson,SG,23,OKC,67,1286,1,61,36,3,,6.2,6.2,22,9,61,8,16,2,165,2,18,2015
Brian Roberts,PG,29,CHO,72,1330,100,,,,,-3.6,-0.2,38,13,45,1,24,11,376,5,14,2015
Glenn Robinson III,SG-SF,21,TOT,35,261,11,56,31,3,,4.4,14.3,3,4,7,3,10,0,28,0,3,2015
Glenn Robinson III,SG,21,MIN,25,108,2,62,30,7,,5.9,15.9,1,2,4,0,6,0,7,0,1,2015
Glenn Robinson III,SF,21,PHI,10,153,17,52,32,,,3.3,13.2,2,2,3,3,4,0,21,0,2,2015
Nate Robinson,PG,30,TOT,42,591,100,,,,,-8.8,-7.9,18,4,27,4,15,5,225,4,7,2015
Nate Robinson,PG,30,DEN,33,465,100,,,,,-8.0,-4.7,14,2,23,4,12,4,176,4,6,2015
Nate Robinson,PG,30,LAC,9,126,100,,,,,-11.9,-19.8,4,2,4,0,3,1,49,0,1,2015
Thomas Robinson,PF,23,TOT,54,798,,,,84,16,0.4,3.5,20,18,46,13,44,3,78,10,25,2015
Thomas Robinson,PF,23,POR,32,391,,,,86,14,6.9,2.9,10,12,25,5,16,1,21,2,6,2015
Thomas Robinson,PF,23,PHI,22,407,,,,82,18,-5.7,4.2,10,6,21,8,28,2,57,8,19,2015
Rajon Rondo,PG,28,TOT,68,2018,90,10,,,,-1.7,-5.2,149,42,49,6,28,24,1240,7,34,2015
Rajon Rondo,PG,28,BOS,22,699,99,2,,,,-2.0,-2.5,52,16,15,1,15,6,542,3,14,2015
Rajon Rondo,PG,28,DAL,46,1319,86,14,,,,-1.5,-6.7,97,26,34,5,13,18,698,4,20,2015
Derrick Rose,PG,26,CHI,51,1530,88,13,,,,4.1,1.3,89,52,35,5,85,9,567,19,49,2015
Terrence Ross,SF,23,TOR,82,2092,,17,81,2,,1.0,-4.8,23,30,64,9,27,6,200,7,30,2015
Ricky Rubio,PG,24,MIN,22,692,96,4,,,,-0.8,10.6,47,15,23,2,19,17,417,3,12,2015
Damjan Rudež,SF,28,IND,68,1047,,,91,9,,-0.1,-0.3,26,6,33,8,6,3,130,0,5,2015
Brandon Rush,SG,29,GSW,33,271,,24,65,11,,-19.6,-32.8,4,4,16,1,4,0,28,1,4,2015
Robert Sacre,C,25,LAL,67,1133,,,,,100,-3.3,5.4,15,6,59,12,31,4,131,2,13,2015
John Salmons,SF,35,NOP,21,270,,47,53,,,-11.3,-13.7,3,2,20,0,1,0,29,0,0,2015
JaKarr Sampson,SF,21,PHI,74,1131,,11,77,12,,-12.4,-4.2,27,30,72,12,43,7,179,7,33,2015
Larry Sanders,C,26,MIL,27,586,,,,,100,-6.5,-8.5,6,6,60,5,26,0,49,6,17,2015
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2015
Dennis Schröder,PG,21,ATL,77,1516,100,,,,,0.7,-8.2,86,44,52,11,65,5,761,11,74,2015
Luis Scola,PF,34,IND,81,1659,,,,99,1,1.0,1.6,40,33,63,13,104,3,248,25,45,2015
Mike Scott,PF,26,ATL,68,1123,,,2,97,,1.2,-6.5,14,11,48,7,37,1,183,6,16,2015
Thabo Sefolosha,SF,30,ATL,52,976,,,98,2,,11.8,7.9,13,17,29,4,26,2,181,5,16,2015
