Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Spencer Dinwiddie,PG,28,TOT,67,1980,75,25,,,,-0.9,0.0,70,14,58,14,119,15,824,26,40,2022
Spencer Dinwiddie,PG,28,WAS,44,1330,64,36,,,,-4.1,-1.3,48,10,40,11,63,7,604,12,26,2022
Spencer Dinwiddie,PG,28,DAL,23,650,98,3,,,,5.7,2.6,22,4,18,3,56,8,220,14,14,2022
Donte DiVincenzo,SG,25,TOT,42,1005,8,69,22,1,,-4.8,-2.4,41,26,35,4,19,16,269,2,11,2022
Donte DiVincenzo,SG,25,MIL,17,341,15,76,9,,,-5.6,-9.6,13,11,14,3,5,4,67,1,6,2022
Donte DiVincenzo,SG,25,SAC,25,665,5,66,28,2,,-4.3,1.3,28,15,21,1,14,12,202,1,5,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Luka Dončić,PG,22,DAL,65,2301,80,19,,,,3.6,0.2,187,67,59,18,216,5,1381,55,44,2022
Luguentz Dort,SG,22,OKC,51,1665,14,74,12,,,-8.4,-0.3,37,23,58,17,80,41,217,14,48,2022
Ayo Dosunmu,SG,22,CHI,77,2110,25,63,12,,,-4.4,-8.7,62,25,81,6,35,5,578,12,35,2022
Damyean Dotson,SG,27,NYK,2,21,30,70,,,,8.3,8.1,0,0,0,0,0,0,2,0,1,2022
Devon Dotson,PG,22,CHI,11,85,100,,,,,0.2,0.5,3,0,4,1,3,2,38,1,2,2022
Sekou Doumbouya,PF,21,LAL,2,16,,,,100,,65.5,68.9,0,2,1,0,1,0,0,0,1,2022
Jeff Dowtin,PG,24,TOT,9,108,87,13,,,,-12.4,-8.3,4,1,2,0,0,1,27,0,0,2022
Jeff Dowtin,PG,24,GSW,4,28,100,,,,,28.3,22.7,0,1,0,0,0,0,7,0,0,2022
Jeff Dowtin,PG,24,MIL,1,3,100,,,,,-80.0,-83.2,0,0,0,0,0,0,0,0,0,2022
Jeff Dowtin,PG,24,ORL,4,77,82,18,,,,-24.5,-16.6,4,0,2,0,0,1,20,0,0,2022
PJ Dozier,SG,25,DEN,18,340,,16,60,25,,-12.6,-16.3,10,1,16,0,7,5,70,1,5,2022
Goran Dragić,PG,35,TOT,21,497,66,34,,,,-0.2,-1.7,17,9,15,3,9,9,202,1,9,2022
Goran Dragić,PG,35,TOR,5,90,61,39,,,,-12.9,-15.4,0,1,2,0,2,1,23,0,2,2022
Goran Dragić,PG,35,BRK,16,408,67,33,,,,2.6,1.4,17,8,13,3,7,8,179,1,7,2022
Andre Drummond,C,28,TOT,73,1437,,,,1,99,2.5,0.2,47,20,103,31,72,3,315,24,47,2022
Andre Drummond,C,28,PHI,49,902,,,,1,99,0.8,-2.5,35,13,66,19,34,3,230,10,23,2022
Andre Drummond,C,28,BRK,24,535,,,,,100,5.6,4.9,12,7,37,12,38,0,85,14,24,2022
Chris Duarte,SG,24,IND,55,1541,19,61,19,,,-2.2,3.0,45,21,35,8,53,6,265,10,37,2022
David Duke Jr.,PG,22,BRK,22,341,61,39,,,,-1.4,-3.1,4,1,16,1,8,1,39,1,11,2022
Kris Dunn,PG,27,POR,14,336,72,28,,,,-12.3,-3.7,16,12,17,1,10,0,188,4,11,2022
Kevin Durant,PF,33,BRK,55,2047,,,7,89,4,7.0,11.9,101,63,60,17,139,5,815,28,38,2022
Jaime Echenique,C,24,WAS,1,3,,,,,100,-25.0,-21.7,0,0,0,0,0,0,0,0,0,2022
Anthony Edwards,SG,20,MIN,72,2466,2,25,70,4,,3.7,3.4,88,61,60,17,127,4,703,32,46,2022
Carsen Edwards,SG,23,DET,4,79,19,69,12,,,-8.8,-0.8,3,0,2,0,1,0,34,1,5,2022
Kessler Edwards,SF,21,BRK,48,987,,3,42,53,2,-1.9,-4.4,19,12,44,2,11,2,80,5,19,2022
Rob Edwards,SG,25,OKC,2,11,19,17,64,,,-51.7,-43.5,1,0,0,0,0,0,0,0,0,2022
CJ Elleby,SF,21,POR,58,1174,,6,60,33,1,-14.8,-8.4,35,17,57,3,41,6,200,8,12,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Wayne Ellington,SG,34,LAL,43,810,10,45,43,3,,-3.9,-1.0,16,1,22,1,1,5,73,0,4,2022
Joel Embiid,C,27,PHI,68,2297,,,,,100,7.5,11.5,82,83,92,29,371,2,699,85,82,2022
James Ennis III,SF,31,TOT,7,56,,,32,68,,0.8,-0.2,0,2,3,0,3,0,9,1,1,2022
James Ennis III,SF,31,BRK,2,14,,,11,89,,33.0,31.8,0,0,0,0,0,0,0,0,0,2022
James Ennis III,SF,31,LAC,2,28,,,42,58,,0.4,0.3,0,1,2,0,2,0,0,0,0,2022
James Ennis III,SF,31,DEN,3,14,,,31,69,,-30.8,-33.2,0,1,1,0,1,0,9,1,1,2022
Drew Eubanks,C,24,TOT,71,1245,,,,3,97,-12.9,-9.8,30,14,58,22,57,12,210,11,26,2022
Drew Eubanks,C,24,SAS,49,595,,,,6,94,-5.4,-6.4,17,7,29,14,32,4,124,7,17,2022
Drew Eubanks,C,24,POR,22,650,,,,,100,-19.7,-12.9,13,7,29,8,25,8,86,4,9,2022
Tacko Fall,C,26,CLE,11,59,,,,,100,-0.3,-2.4,0,3,3,0,4,0,5,1,1,2022
Derrick Favors,C,30,OKC,39,653,,,,,100,-9.1,-0.9,3,3,38,0,13,3,64,1,7,2022
Bruno Fernando,C,23,TOT,30,153,,,,5,96,-8.5,-6.0,3,3,11,6,11,0,16,6,7,2022
Bruno Fernando,C,23,BOS,20,58,,,,12,88,-18.8,-26.9,0,1,2,2,2,0,10,1,2,2022
Bruno Fernando,C,23,HOU,10,94,,,,,100,-2.2,7.0,3,2,9,4,9,0,6,5,5,2022
Dorian Finney-Smith,PF,28,DAL,80,2644,,,33,65,2,4.9,3.8,41,11,80,10,36,5,364,7,24,2022
Malik Fitts,PF,24,TOT,15,63,,,,79,21,-13.0,-20.0,1,0,3,0,0,0,13,0,2,2022
Malik Fitts,PF,24,UTA,7,35,,,,67,33,-39.2,-45.7,1,0,2,0,0,0,0,0,1,2022
Malik Fitts,PF,24,BOS,8,28,,,,94,6,19.8,12.1,0,0,1,0,0,0,13,0,1,2022
Malachi Flynn,PG,23,TOR,44,537,100,,,,,-2.1,-5.0,10,1,21,2,9,3,174,3,10,2022
Bryn Forbes,SG,28,TOT,75,1286,15,79,7,,,0.3,-1.1,24,17,46,7,36,3,183,8,29,2022
Bryn Forbes,SG,28,SAS,40,676,28,70,2,,,-3.8,-4.8,15,7,16,5,18,3,92,3,16,2022
Bryn Forbes,SG,28,DEN,35,610,1,88,12,,,4.8,2.9,9,10,30,2,18,0,91,5,13,2022
Aleem Ford,SF,24,ORL,5,74,,11,44,33,11,-21.2,-13.2,0,2,3,1,0,1,4,0,1,2022
Trent Forrest,PG,23,UTA,60,765,85,15,,,,6.2,0.2,29,7,21,3,23,0,262,6,12,2022
Evan Fournier,SG,29,NYK,80,2358,,72,28,,,-2.4,-6.7,55,33,75,10,49,9,414,14,31,2022
De'Aaron Fox,PG,24,SAC,59,2084,100,,,,,-4.5,2.0,89,55,75,13,174,32,785,49,49,2022
Melvin Frazier,SG,25,OKC,3,120,11,89,,,,-38.7,-31.4,1,1,6,0,4,1,3,1,5,2022
Tim Frazier,PG,31,TOT,12,208,100,,,,,-19.2,-11.9,9,3,8,2,4,4,79,1,2,2022
Tim Frazier,PG,31,ORL,10,200,100,,,,,-17.7,-10.0,8,2,7,2,4,4,77,1,2,2022
Tim Frazier,PG,31,CLE,2,8,100,,,,,-57.9,-60.1,1,1,1,0,0,0,2,0,0,2022
Enes Freedom,C,29,BOS,35,411,,,,,100,8.9,1.4,3,9,29,4,15,1,19,5,16,2022
Markelle Fultz,PG,23,ORL,18,360,69,30,1,,,-3.9,4.8,23,15,14,1,15,3,246,7,13,2022
Wenyen Gabriel,PF,24,TOT,26,359,,,8,21,71,3.3,6.5,6,5,36,5,19,1,36,6,16,2022
Wenyen Gabriel,PF,24,BRK,1,1,,,,,100,100.0,98.7,0,0,0,0,0,0,0,0,0,2022
Wenyen Gabriel,PF,24,LAC,6,46,,,,,100,-3.0,-3.2,2,0,8,1,2,0,4,0,2,2022
Wenyen Gabriel,PF,24,LAL,19,311,,,9,24,67,3.9,7.6,4,5,28,4,17,1,32,6,14,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Daniel Gafford,C,23,WAS,72,1444,,,,,100,-6.7,-5.4,22,23,112,15,78,4,166,31,38,2022
Danilo Gallinari,PF,33,ATL,66,1672,,,,76,24,2.9,1.9,10,15,36,8,63,5,241,6,12,2022
Langston Galloway,SG,30,TOT,7,107,48,31,21,,,-3.1,-5.4,3,1,4,1,0,1,29,0,1,2022
Langston Galloway,SG,30,BRK,4,58,4,57,38,,,10.9,9.7,2,1,3,1,0,1,13,0,0,2022
Langston Galloway,SG,30,MIL,3,49,100,,,,,-19.7,-23.2,1,0,1,0,0,0,16,0,1,2022
Darius Garland,PG,22,CLE,68,2430,95,5,,,,6.7,12.1,146,64,49,14,78,19,1345,20,51,2022
Marcus Garrett,SG,23,MIA,12,128,2,62,36,1,,9.6,5.1,1,1,8,0,3,1,17,1,3,2022
Usman Garuba,PF,19,HOU,24,240,,,,17,83,6.6,16.6,3,1,13,2,4,2,41,1,6,2022
Luka Garza,C,23,DET,32,389,,,,1,99,-7.5,0.6,7,2,31,7,24,9,48,8,17,2022
Rudy Gay,PF,35,UTA,55,1038,,,,77,23,8.7,3.6,20,16,49,6,37,4,140,7,19,2022
Paul George,PF,31,LAC,31,1077,,,40,55,6,4.3,5.7,80,34,27,9,61,11,430,13,29,2022
Taj Gibson,C,36,NYK,52,946,,,,10,90,4.1,4.9,8,3,56,11,22,4,84,4,9,2022
Josh Giddey,SF,19,OKC,54,1700,,5,66,29,,-8.5,-0.3,108,40,43,8,36,4,823,7,49,2022
Shai Gilgeous-Alexander,PG,23,OKC,56,1942,65,33,2,,,-6.8,2.9,78,50,61,19,168,6,806,35,64,2022
Anthony Gill,PF,29,WAS,44,463,,,16,77,7,8.3,13.1,9,3,36,4,26,6,64,4,12,2022
Freddie Gillespie,PF,24,ORL,9,119,,,,28,72,-10.9,-2.8,1,1,9,2,3,3,12,1,5,2022
Rudy Gobert,C,29,UTA,66,2120,,,,,100,9.4,7.1,25,36,83,40,172,6,185,27,48,2022
Brandon Goodwin,PG,26,CLE,36,502,100,,,,,-5.0,-8.1,28,4,7,3,17,5,220,7,16,2022
Jordan Goodwin,SG,23,WAS,2,6,48,52,,,,-100.0,-96.8,0,0,1,0,0,0,0,0,0,2022
Aaron Gordon,PF,26,DEN,75,2376,,,3,86,11,5.9,9.0,48,39,55,27,110,6,436,33,52,2022
Eric Gordon,SG,33,HOU,57,1670,15,46,38,,,-6.2,4.9,56,37,28,6,58,3,378,12,25,2022
Devonte' Graham,PG,26,NOP,76,2162,93,7,,,,0.0,2.4,73,23,46,4,45,18,741,13,23,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Jerami Grant,PF,27,DET,47,1500,,,2,95,3,-7.5,0.9,38,24,53,19,109,11,280,18,30,2022
Hassani Gravett,PG,25,ORL,8,171,87,13,,,,-0.3,8.3,8,1,7,0,2,1,50,0,3,2022
Danny Green,SF,34,PHI,62,1353,,6,84,10,,2.4,-0.5,24,10,52,3,3,8,154,2,11,2022
Draymond Green,PF,31,GSW,46,1329,,,6,75,19,6.6,1.3,106,9,64,19,41,13,778,7,15,2022
Jalen Green,SG,19,HOU,67,2138,19,78,3,,,-12.1,-6.7,58,51,49,10,105,22,421,24,91,2022
JaMychal Green,PF,31,DEN,67,1085,,,27,63,10,-2.8,-7.0,23,8,77,23,41,10,148,2,31,2022
Javonte Green,SF,28,CHI,65,1519,,13,68,19,,1.8,3.4,9,10,68,5,47,12,143,8,17,2022
Jeff Green,PF,35,DEN,75,1849,,,64,29,7,2.0,-0.7,26,18,79,15,105,21,225,30,26,2022
Josh Green,SG,21,DAL,67,1039,1,43,55,1,,3.5,-0.1,29,4,51,9,20,17,194,7,18,2022
Blake Griffin,C,32,BRK,56,958,,,,16,84,-4.7,-8.0,14,9,45,5,34,37,253,10,19,2022
Quentin Grimes,SG,21,NYK,46,786,14,76,10,,,-1.1,-1.7,16,4,30,2,4,5,108,3,2,2022
Kyle Guy,SG,24,MIA,19,186,50,50,,,,-13.1,-18.6,10,2,9,0,4,3,41,1,3,2022
Rui Hachimura,PF,23,WAS,42,943,,,19,77,5,-5.8,-3.4,11,10,22,3,33,1,125,8,16,2022
Tyrese Haliburton,SG-PG,21,TOT,77,2694,33,63,4,,,-6.0,-1.5,137,34,53,9,82,11,1479,19,37,2022
Tyrese Haliburton,SG,21,SAC,51,1757,18,78,4,,,-5.8,-0.6,79,17,30,6,44,4,882,14,27,2022
Tyrese Haliburton,PG,21,IND,26,938,62,35,4,,,-6.5,-3.2,58,17,23,3,38,7,597,5,10,2022
Tyler Hall,SG,24,NYK,1,2,,100,,,,-90.0,-90.3,0,0,0,0,0,0,0,0,0,2022
R.J. Hampton,SG,20,ORL,64,1402,20,76,4,,,-14.3,-9.5,52,21,51,3,52,11,409,10,38,2022
Tim Hardaway Jr.,SG,29,DAL,42,1245,,50,48,2,,1.3,-3.3,17,12,26,1,43,13,220,9,18,2022
James Harden,PG,32,TOT,65,2420,59,40,1,,,3.9,2.7,175,74,67,19,233,6,1536,53,93,2022
James Harden,PG,32,BRK,44,1627,73,26,1,,,1.6,0.3,131,55,45,13,154,3,1012,39,66,2022
James Harden,PG,32,PHI,21,792,30,71,,,,8.7,7.6,44,19,22,6,79,3,524,14,27,2022
Maurice Harkless,SF,28,SAC,47,863,,2,75,24,,-4.5,1.2,12,6,38,7,13,2,54,3,9,2022
Jared Harper,PG,24,NOP,5,43,100,,,,,3.7,4.8,1,1,4,0,2,0,39,1,1,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Montrezl Harrell,C,28,TOT,71,1640,,,,2,98,2.5,6.0,32,24,64,12,153,17,337,48,38,2022
Montrezl Harrell,C,28,WAS,46,1117,,,,,100,1.7,6.9,21,16,42,10,104,12,218,31,21,2022
Montrezl Harrell,C,28,CHO,25,524,,,,7,93,4.2,4.2,11,8,22,2,49,5,119,17,17,2022
Gary Harris,SG,27,ORL,61,1730,3,82,15,,,-6.2,3.5,28,17,39,7,39,14,264,9,30,2022
Joe Harris,SF,30,BRK,14,423,,7,83,10,,1.8,0.5,7,3,11,4,2,0,33,1,6,2022
Tobias Harris,PF,29,PHI,73,2543,,,,97,3,3.3,1.7,43,42,91,23,100,2,597,30,71,2022
Shaquille Harrison,SG,28,BRK,2,23,,30,70,,,-10.8,-12.2,2,0,1,0,0,1,8,0,1,2022
Josh Hart,SG,26,TOT,54,1791,7,60,32,1,,-5.3,-3.5,66,34,65,6,105,12,534,26,39,2022
Josh Hart,SG,26,NOP,41,1374,10,63,27,,,-3.7,-4.0,48,24,50,6,73,9,406,13,28,2022
Josh Hart,SG,26,POR,13,417,,48,49,3,,-10.4,-1.7,18,10,15,0,32,3,128,13,11,2022
Isaiah Hartenstein,C,23,LAC,68,1216,,,,,100,7.0,9.9,37,19,85,16,63,11,376,17,18,2022
Udonis Haslem,C,41,MIA,13,83,,,,22,78,-10.7,-15.6,1,2,8,1,2,1,10,1,3,2022
Sam Hauser,SF,24,BOS,26,158,,2,57,41,,2.6,-5.3,1,0,2,0,0,0,24,0,1,2022
Jaxson Hayes,C,21,NOP,70,1398,,,,48,52,0.7,2.8,18,13,85,19,102,6,101,31,19,2022
Killian Hayes,PG,20,DET,66,1647,66,32,2,,,-10.4,-4.2,62,21,91,6,29,11,665,4,30,2022
Gordon Hayward,SF,31,CHO,49,1564,,3,78,18,,-0.2,-1.2,42,22,35,15,67,8,445,17,27,2022
Aaron Henry,SF,22,PHI,6,17,,11,69,21,,-51.1,-54.1,1,0,2,0,0,0,0,0,2,2022
Juancho Hernangómez,PF,26,TOT,40,445,,,7,77,17,1.4,-4.4,11,3,14,1,18,0,53,3,6,2022
Juancho Hernangómez,PF,26,BOS,18,96,,,12,84,5,-17.4,-25.7,3,2,3,1,5,0,8,1,1,2022
Juancho Hernangómez,PF,26,SAS,5,51,,,,64,37,3.3,3.3,2,0,0,0,2,0,8,0,0,2022
Juancho Hernangómez,PF,26,UTA,17,298,,,6,77,17,7.1,1.1,6,1,11,0,11,0,37,2,5,2022
Willy Hernangómez,C,27,NOP,50,839,,,,,100,-1.9,-1.0,20,14,48,15,64,2,144,15,27,2022
Tyler Herro,SG,22,MIA,66,2151,25,68,7,,,5.7,2.5,93,53,45,8,81,12,632,16,75,2022
Buddy Hield,SG,29,TOT,81,2499,,35,63,3,,-4.0,1.3,88,45,87,10,31,7,548,9,57,2022
Buddy Hield,SG,29,SAC,55,1574,,31,66,3,,-5.2,0.4,51,28,51,5,24,3,250,5,31,2022
Buddy Hield,SG,29,IND,26,925,,41,57,2,,-1.9,2.9,37,17,36,5,7,4,298,4,26,2022
Haywood Highsmith,SF,25,MIA,19,163,,,21,78,1,-9.1,-14.3,1,1,6,0,3,0,15,1,3,2022
George Hill,PG,35,MIL,54,1253,95,4,,,,11.4,11.9,26,5,35,3,13,10,297,2,15,2022
Malcolm Hill,SF-SG,26,TOT,19,212,,9,64,28,,-6.5,-7.0,1,1,12,0,6,2,18,1,2,2022
Malcolm Hill,SG,26,ATL,3,46,,24,65,11,,7.9,6.1,0,0,5,0,2,0,2,0,0,2022
Malcolm Hill,SF,26,CHI,16,166,,5,63,32,,-10.5,-10.7,1,1,7,0,4,2,16,1,2,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Solomon Hill,SF,30,ATL,13,139,,7,88,5,,16.0,14.6,0,0,6,1,0,0,32,0,1,2022
Nate Hinton,SG,22,IND,2,2,,66,35,,,93.3,97.4,1,0,0,0,0,0,0,0,0,2022
Jaylen Hoard,SF,22,OKC,7,240,,4,24,40,32,-17.7,-10.0,5,2,11,1,8,0,41,2,10,2022
Aaron Holiday,PG,25,TOT,63,1021,99,1,,,,-2.1,-3.2,42,16,41,3,29,9,370,7,18,2022
Aaron Holiday,PG,25,WAS,41,663,100,,,,,-6.6,-4.0,19,12,28,2,15,7,187,3,10,2022
Aaron Holiday,PG,25,PHO,22,358,98,2,,,,6.4,-1.5,23,4,13,1,14,2,183,4,8,2022
Jrue Holiday,PG,31,MIL,67,2208,75,25,,,,9.4,14.0,101,60,63,8,75,10,1110,11,42,2022
Justin Holiday,SF-SG,32,TOT,74,2057,,27,66,7,,-5.0,-0.4,47,20,82,2,22,23,295,3,17,2022
Justin Holiday,SF,32,IND,49,1416,,10,82,9,,-3.5,0.8,32,16,54,1,14,9,207,2,10,2022
Justin Holiday,SG,32,SAC,25,641,,64,32,4,,-8.2,-3.2,15,4,28,1,8,14,88,1,7,2022
Richaun Holmes,C,28,SAC,45,1074,,,,,100,-5.9,-0.6,18,18,74,13,44,4,118,17,20,2022
Rodney Hood,PF-SF,29,TOT,52,709,,3,29,57,11,0.5,-2.7,8,1,19,0,8,3,96,2,0,2022
Rodney Hood,PF,29,MIL,39,581,,,22,65,13,-1.3,-5.3,5,1,17,0,5,2,77,1,0,2022
Rodney Hood,SF,29,LAC,13,128,,16,61,23,,9.0,9.1,3,0,2,0,3,1,19,1,0,2022
Scotty Hopson,SG,32,OKC,1,18,,21,50,29,,-14.2,-5.9,1,0,0,1,0,0,2,0,0,2022
Al Horford,C,35,BOS,69,2005,,,,1,99,9.4,3.3,37,13,72,8,44,0,544,13,13,2022
Talen Horton-Tucker,SG,21,LAL,60,1511,,14,78,9,,-2.7,0.7,44,23,75,8,59,6,386,11,28,2022
Danuel House Jr.,SF,28,TOT,42,727,,3,66,32,,3.0,2.0,21,9,27,0,22,6,106,3,12,2022
Danuel House Jr.,SF,28,HOU,16,233,,1,31,68,,-7.3,1.9,11,5,10,0,5,1,48,1,5,2022
Danuel House Jr.,SF,28,NYK,1,3,,,100,,,14.3,14.0,0,0,0,0,0,0,0,0,0,2022
Danuel House Jr.,SF,28,UTA,25,491,,4,81,15,,7.9,2.1,10,4,17,0,17,5,58,2,7,2022
Dwight Howard,C,36,LAL,60,971,,,,,100,-6.2,-4.1,8,14,69,18,70,3,80,11,22,2022
Markus Howard,SG,22,DEN,31,176,26,70,4,,,-4.7,-7.3,5,0,9,1,5,4,18,1,9,2022
Kevin Huerter,SF,23,ATL,74,2188,,58,42,1,,4.0,4.8,50,23,82,5,20,6,484,5,23,2022
Jay Huff,C,23,LAL,4,20,,,,,100,31.5,34.8,0,1,1,0,0,1,3,0,0,2022
Elijah Hughes,SG-SF,23,TOT,36,434,,35,58,7,,-24.7,-20.9,5,9,26,1,5,7,53,2,3,2022
Elijah Hughes,SF,23,UTA,14,112,,32,57,11,,-30.8,-38.0,2,4,3,1,1,1,15,0,0,2022
Elijah Hughes,SG,23,POR,22,322,1,35,59,6,,-22.6,-14.9,3,5,23,0,4,6,38,2,3,2022
Feron Hunt,SF,22,NYK,2,8,,,90,10,,-1.1,-1.4,0,0,1,0,0,0,2,0,0,2022
De'Andre Hunter,SF,24,ATL,53,1577,,,65,35,,0.9,-1.6,17,28,54,13,69,16,173,15,35,2022
Chandler Hutchison,SF,25,PHO,6,22,,16,54,30,,30.6,23.0,0,2,0,0,1,0,5,0,0,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Bones Hyland,SG,21,DEN,69,1310,51,46,4,,,1.5,-1.3,40,26,68,6,43,2,463,7,38,2022
Serge Ibaka,C,32,TOT,54,878,,,,26,74,-2.2,-4.0,13,14,47,10,20,1,116,7,13,2022
Serge Ibaka,C,32,LAC,35,538,,,,16,84,-3.0,-3.7,11,11,25,7,13,0,85,3,10,2022
Serge Ibaka,C,32,MIL,19,339,,,,43,58,-0.9,-4.5,2,3,22,3,7,1,31,4,3,2022
Andre Iguodala,SF,38,GSW,31,603,1,13,64,21,1,10.2,5.2,22,4,19,0,6,8,275,0,2,2022
Joe Ingles,SF,34,UTA,45,1122,,,91,9,,7.9,2.5,28,11,15,4,6,4,383,1,8,2022
Brandon Ingram,SF,24,NOP,55,1869,,23,60,17,,3.2,8.1,67,49,55,23,139,9,751,36,42,2022
Kyrie Irving,PG,29,BRK,29,1091,99,1,,,,5.5,5.8,46,23,36,3,53,6,395,19,25,2022
Wes Iwundu,SF,27,ATL,3,82,,1,65,34,,0.7,-1.1,0,1,3,0,2,1,0,0,4,2022
Frank Jackson,PG,23,DET,53,1164,45,54,1,,,-7.3,1.1,20,8,50,3,48,10,138,12,25,2022
Isaiah Jackson,C,20,IND,36,541,,,,6,95,-4.7,-0.8,12,5,43,17,40,5,24,8,9,2022
Jaren Jackson Jr.,PF,22,MEM,78,2126,,,3,55,43,7.7,4.1,35,31,136,52,162,10,206,35,98,2022
Josh Jackson,SF,24,TOT,51,830,,2,51,47,,-9.2,-1.7,33,8,41,3,39,16,127,12,22,2022
Josh Jackson,SF,24,DET,39,707,,,47,53,,-9.2,-1.4,29,5,32,1,28,12,115,9,17,2022
Josh Jackson,SF,24,SAC,12,123,,10,77,13,,-9.0,-3.7,4,3,9,2,11,4,12,3,5,2022
Justin Jackson,SF,26,TOT,7,36,,44,22,34,,-22.0,-30.0,1,0,2,0,0,0,5,0,0,2022
Justin Jackson,SF,26,BOS,1,2,,,,100,,-125.0,-132.8,0,0,0,0,0,0,0,0,0,2022
Justin Jackson,SF,26,PHO,6,35,,46,24,30,,-16.1,-24.1,1,0,2,0,0,0,5,0,0,2022
Reggie Jackson,SG,31,LAC,75,2337,76,24,,,,-1.0,-2.9,120,35,66,10,58,24,859,11,38,2022
LeBron James,C,37,LAL,56,2084,,,6,44,50,-2.1,2.1,114,45,59,18,157,18,843,57,46,2022
DeJon Jarreau,SG,24,IND,1,1,,100,,,,0.0,4.1,0,0,0,0,0,0,0,0,0,2022
DaQuan Jeffries,SG,24,MEM,3,9,,10,53,37,,-28.2,-34.0,0,0,1,0,0,0,2,0,0,2022
Ty Jerome,SG,24,OKC,48,801,17,61,22,,,-3.3,6.2,19,12,26,2,20,4,276,4,18,2022
Isaiah Joe,SG,22,PHI,55,609,49,47,4,,,2.2,-0.6,12,2,23,3,14,9,85,5,6,2022
Alize Johnson,PF,25,TOT,23,167,,,8,33,60,-10.7,-10.4,1,6,13,3,6,0,22,2,7,2022
Alize Johnson,PF,25,CHI,16,121,,,4,20,76,-21.8,-22.1,0,4,10,3,4,0,20,1,3,2022
Alize Johnson,PF,25,WAS,3,18,,,39,61,,-3.8,-0.5,1,1,0,0,1,0,0,1,2,2022
Alize Johnson,PF,25,NOP,4,28,,,4,69,27,32.5,33.8,0,1,3,0,1,0,2,0,2,2022
B.J. Johnson,SF,26,ORL,4,65,1,49,50,,,-11.2,-3.0,0,0,3,0,0,0,0,0,2,2022
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2022
Cameron Johnson,PF,25,PHO,66,1730,,,3,91,6,6.9,-1.5,24,15,60,3,55,16,232,18,29,2022
David Johnson,SG,20,TOR,2,2,,100,,,,-50.0,-52.2,0,0,0,0,0,0,0,0,0,2022
Jalen Johnson,PF,20,ATL,22,120,,,,87,13,-6.4,-8.5,7,0,6,1,2,0,9,1,2,2022
James Johnson,PF,34,BRK,62,1191,,,30,66,4,-0.9,-3.2,27,9,80,8,30,3,318,9,19,2022
Joe Johnson,SG,40,BOS,1,2,,,100,,,-125.0,-132.8,0,0,0,0,0,0,0,0,0,2022
Keldon Johnson,SF,22,SAS,75,2392,,2,41,56,1,1.7,4.0,39,29,72,18,116,13,390,32,63,2022
Keon Johnson,SG,19,TOT,37,696,17,65,18,,,-19.6,-14.4,22,17,43,1,19,5,178,4,23,2022
Keon Johnson,SG,19,LAC,15,135,45,55,1,,,-0.5,-0.7,3,3,14,0,8,3,29,1,4,2022
Keon Johnson,SG,19,POR,22,562,10,67,22,,,-24.1,-17.7,19,14,29,1,11,2,149,3,19,2022
Stanley Johnson,PF,25,LAL,48,1094,,,23,71,6,-1.2,2.6,15,10,50,6,35,5,195,8,19,2022
Tyler Johnson,PG,29,TOT,6,91,100,,,,,-6.1,-7.4,1,1,3,0,0,2,16,0,1,2022
Tyler Johnson,PG,29,PHI,3,38,100,,,,,8.8,6.2,0,1,1,0,0,0,5,0,1,2022
Tyler Johnson,PG,29,SAS,3,53,100,,,,,-16.8,-17.2,1,0,2,0,0,2,11,0,0,2022
Nikola Jokić,C,26,DEN,74,2476,,,,,100,8.4,16.4,173,76,101,21,188,10,1356,72,66,2022
